FragmentLength,Start,End
101,119529114,119529215
101,119529115,119529216
100,119529116,119529216
101,119529117,119529218
101,119529118,119529219
100,119529123,119529223
101,119529125,119529226
100,119529128,119529228
100,119529129,119529229
100,119529129,119529229
100,119529130,119529230
100,119529133,119529233
100,119529135,119529235
100,119529137,119529237
100,119529137,119529237
100,119529139,119529239
100,119529147,119529247
100,119529148,119529248
100,119529149,119529249
100,119529150,119529250
101,119529155,119529256
100,119529157,119529257
100,119529159,119529259
101,119529168,119529269
100,119529169,119529269
101,119529172,119529273
101,119529175,119529276
100,119529176,119529276
100,119529192,119529292
100,119529194,119529294
100,119529194,119529294
101,119529195,119529296
100,119529197,119529297
100,119529201,119529301
100,119529203,119529303
100,119529203,119529303
101,119529215,119529316
100,119529226,119529326
100,119529227,119529327
100,119529230,119529330
100,119529241,119529341
100,119529244,119529344
100,119529248,119529348
100,119529248,119529348
100,119529249,119529349
101,119529251,119529352
100,119529254,119529354
101,119529256,119529357
100,119529257,119529357
100,119529259,119529359
100,119529263,119529363
100,119529273,119529373
101,119529282,119529383
100,119529284,119529384
100,119529287,119529387
100,119529292,119529392
100,119529292,119529392
101,119529294,119529395
100,119529294,119529394
100,119529297,119529397
100,119529298,119529398
100,119529301,119529401
100,119529308,119529408
101,119529311,119529412
100,119529311,119529411
100,119529312,119529412
100,119529314,119529414
100,119529316,119529416
100,119529316,119529416
100,119529318,119529418
100,119529320,119529420
101,119529321,119529422
100,119529321,119529421
100,119529322,119529422
100,119529325,119529425
100,119529325,119529425
101,119529327,119529428
100,119529327,119529427
100,119529328,119529428
100,119529330,119529430
100,119529332,119529432
101,119529336,119529437
100,119529336,119529436
100,119529336,119529436
100,119529338,119529438
101,119529340,119529441
100,119529340,119529440
101,119529341,119529442
100,119529341,119529441
100,119529342,119529442
100,119529342,119529442
100,119529343,119529443
100,119529343,119529443
100,119529344,119529444
100,119529344,119529444
101,119529345,119529446
101,119529347,119529448
101,119529351,119529452
100,119529351,119529451
100,119529351,119529451
100,119529351,119529451
100,119529353,119529453
100,119529358,119529458
100,119529359,119529459
100,119529359,119529459
101,119529361,119529462
100,119529361,119529461
100,119529364,119529464
100,119529367,119529467
100,119529368,119529468
100,119529368,119529468
100,119529372,119529472
100,119529372,119529472
100,119529372,119529472
100,119529375,119529475
101,119529378,119529479
100,119529385,119529485
100,119529390,119529490
101,119529391,119529492
100,119529392,119529492
100,119529395,119529495
101,119529398,119529499
100,119529398,119529498
101,119529400,119529501
100,119529405,119529505
100,119529406,119529506
101,119529409,119529510
100,119529409,119529509
100,119529411,119529511
100,119529412,119529512
100,119529413,119529513
100,119529415,119529515
100,119529415,119529515
100,119529415,119529515
100,119529417,119529517
100,119529423,119529523
100,119529427,119529527
100,119529431,119529531
101,119529431,119529532
100,119529433,119529533
100,119529439,119529539
100,119529442,119529542
100,119529448,119529548
100,119529448,119529548
100,119529451,119529551
100,119529451,119529551
100,119529453,119529553
100,119529454,119529554
100,119529459,119529559
100,119529461,119529561
100,119529464,119529564
100,119529468,119529568
100,119529469,119529569
100,119529471,119529571
100,119529473,119529573
100,119529473,119529573
100,119529473,119529573
100,119529474,119529574
100,119529479,119529579
100,119529483,119529583
100,119529485,119529585
100,119529490,119529590
100,119529491,119529591
100,119529492,119529592
101,119529495,119529596
100,119529499,119529599
100,119529502,119529602
100,119529509,119529609
101,119529509,119529610
100,119529511,119529611
100,119529511,119529611
100,119529513,119529613
100,119529514,119529614
100,119529514,119529614
100,119529516,119529616
100,119529517,119529617
100,119529519,119529619
100,119529520,119529620
101,119529521,119529622
100,119529522,119529622
100,119529527,119529627
100,119529527,119529627
100,119529529,119529629
100,119529532,119529632
100,119529532,119529632
100,119529537,119529637
100,119529537,119529637
100,119529538,119529638
100,119529541,119529641
100,119529542,119529642
101,119529544,119529645
100,119529546,119529646
100,119529546,119529646
100,119529546,119529646
100,119529548,119529648
100,119529548,119529648
100,119529549,119529649
100,119529550,119529650
100,119529551,119529651
101,119529552,119529653
100,119529552,119529652
100,119529554,119529654
101,119529556,119529657
101,119529556,119529657
100,119529556,119529656
100,119529559,119529659
100,119529560,119529660
101,119529561,119529662
100,119529562,119529662
101,119529564,119529665
101,119529567,119529668
100,119529570,119529670
101,119529573,119529674
100,119529578,119529678
100,119529580,119529680
100,119529582,119529682
100,119529584,119529684
101,119529588,119529689
100,119529590,119529690
100,119529590,119529690
101,119529591,119529692
101,119529592,119529693
100,119529592,119529692
100,119529592,119529692
100,119529593,119529693
100,119529594,119529694
100,119529597,119529697
100,119529601,119529701
100,119529602,119529702
100,119529605,119529705
100,119529605,119529705
100,119529605,119529705
101,119529607,119529708
101,119529607,119529708
100,119529607,119529707
100,119529610,119529710
101,119529610,119529711
101,119529611,119529712
100,119529612,119529712
100,119529614,119529714
101,119529615,119529716
100,119529615,119529715
101,119529617,119529718
100,119529617,119529717
100,119529618,119529718
100,119529618,119529718
100,119529618,119529718
100,119529621,119529721
100,119529621,119529721
101,119529622,119529723
100,119529623,119529723
100,119529623,119529723
101,119529624,119529725
100,119529625,119529725
101,119529627,119529728
100,119529627,119529727
101,119529631,119529732
100,119529631,119529731
100,119529631,119529731
101,119529632,119529733
101,119529633,119529734
100,119529636,119529736
100,119529638,119529738
100,119529638,119529738
100,119529639,119529739
101,119529639,119529740
100,119529639,119529739
100,119529639,119529739
100,119529640,119529740
101,119529643,119529744
100,119529645,119529745
100,119529647,119529747
100,119529649,119529749
100,119529652,119529752
100,119529652,119529752
101,119529653,119529754
100,119529653,119529753
100,119529654,119529754
100,119529655,119529755
100,119529655,119529755
101,119529656,119529757
101,119529657,119529758
100,119529657,119529757
101,119529658,119529759
100,119529658,119529758
100,119529658,119529758
100,119529661,119529761
100,119529662,119529762
100,119529662,119529762
100,119529663,119529763
100,119529664,119529764
100,119529664,119529764
101,119529665,119529766
101,119529665,119529766
101,119529666,119529767
100,119529666,119529766
100,119529666,119529766
105,119529666,119529771
101,119529667,119529768
100,119529667,119529767
100,119529668,119529768
100,119529669,119529769
100,119529671,119529771
100,119529672,119529772
100,119529672,119529772
101,119529673,119529774
100,119529674,119529774
100,119529674,119529774
100,119529674,119529774
100,119529674,119529774
100,119529674,119529774
100,119529674,119529774
100,119529674,119529774
101,119529675,119529776
100,119529675,119529775
100,119529676,119529776
101,119529677,119529778
100,119529677,119529777
100,119529678,119529778
100,119529678,119529778
100,119529679,119529779
100,119529680,119529780
101,119529681,119529782
100,119529682,119529782
100,119529682,119529782
100,119529683,119529783
100,119529683,119529783
100,119529684,119529784
101,119529684,119529785
100,119529684,119529784
100,119529685,119529785
100,119529685,119529785
100,119529687,119529787
101,119529687,119529788
100,119529687,119529787
100,119529687,119529787
100,119529687,119529787
100,119529688,119529788
100,119529688,119529788
100,119529690,119529790
101,119529692,119529793
100,119529692,119529792
100,119529693,119529793
100,119529693,119529793
101,119529694,119529795
100,119529694,119529794
100,119529694,119529794
100,119529695,119529795
100,119529698,119529798
101,119529698,119529799
100,119529699,119529799
100,119529700,119529800
100,119529701,119529801
100,119529702,119529802
100,119529702,119529802
101,119529702,119529803
100,119529705,119529805
101,119529705,119529806
101,119529705,119529806
100,119529707,119529807
101,119529708,119529809
100,119529708,119529808
100,119529709,119529809
101,119529709,119529810
101,119529710,119529811
100,119529716,119529816
100,119529716,119529816
100,119529718,119529818
100,119529718,119529818
101,119529719,119529820
100,119529719,119529819
100,119529721,119529821
100,119529721,119529821
100,119529722,119529822
101,119529722,119529823
101,119529722,119529823
100,119529723,119529823
101,119529724,119529825
100,119529724,119529824
100,119529725,119529825
100,119529726,119529826
100,119529727,119529827
101,119529729,119529830
101,119529730,119529831
100,119529730,119529830
100,119529730,119529830
101,119529731,119529832
101,119529732,119529833
100,119529733,119529833
100,119529733,119529833
100,119529733,119529833
100,119529734,119529834
100,119529734,119529834
101,119529735,119529836
100,119529737,119529837
100,119529738,119529838
100,119529738,119529838
100,119529738,119529838
100,119529739,119529839
101,119529740,119529841
100,119529741,119529841
100,119529741,119529841
86,119529741,119529827
100,119529744,119529844
100,119529745,119529845
100,119529745,119529845
100,119529747,119529847
101,119529749,119529850
101,119529749,119529850
100,119529750,119529850
100,119529752,119529852
100,119529752,119529852
100,119529758,119529858
100,119529763,119529863
100,119529764,119529864
101,119529767,119529868
100,119529767,119529867
101,119529768,119529869
101,119529770,119529871
101,119529770,119529871
100,119529770,119529870
100,119529771,119529871
100,119529771,119529871
101,119529772,119529873
100,119529772,119529872
100,119529773,119529873
101,119529774,119529875
101,119529776,119529877
100,119529776,119529876
100,119529777,119529877
101,119529778,119529879
100,119529778,119529878
100,119529780,119529880
100,119529780,119529880
100,119529780,119529880
101,119529781,119529882
100,119529781,119529881
100,119529783,119529883
100,119529784,119529884
100,119529784,119529884
100,119529788,119529888
100,119529791,119529891
100,119529792,119529892
100,119529792,119529892
100,119529794,119529894
101,119529795,119529896
100,119529797,119529897
100,119529798,119529898
101,119529799,119529900
100,119529801,119529901
100,119529801,119529901
100,119529802,119529902
100,119529804,119529904
100,119529809,119529909
101,119529811,119529912
100,119529811,119529911
100,119529812,119529912
100,119529813,119529913
100,119529815,119529915
100,119529817,119529917
100,119529820,119529920
100,119529823,119529923
100,119529825,119529925
100,119529825,119529925
100,119529827,119529927
100,119529831,119529931
100,119529832,119529932
100,119529833,119529933
100,119529834,119529934
101,119529835,119529936
100,119529835,119529935
100,119529838,119529938
100,119529838,119529938
101,119529840,119529941
101,119529841,119529942
100,119529841,119529941
100,119529844,119529944
100,119529844,119529944
100,119529847,119529947
100,119529847,119529947
100,119529850,119529950
100,119529850,119529950
100,119529851,119529951
100,119529854,119529954
100,119529854,119529954
100,119529857,119529957
101,119529858,119529959
100,119529858,119529958
100,119529861,119529961
100,119529861,119529961
100,119529862,119529962
100,119529863,119529963
100,119529864,119529964
100,119529864,119529964
100,119529865,119529965
100,119529865,119529965
100,119529866,119529966
100,119529867,119529967
100,119529867,119529967
100,119529870,119529970
100,119529870,119529970
100,119529871,119529971
100,119529871,119529971
100,119529873,119529973
100,119529873,119529973
101,119529873,119529974
100,119529877,119529977
100,119529878,119529978
100,119529879,119529979
100,119529880,119529980
100,119529881,119529981
100,119529882,119529982
100,119529882,119529982
100,119529882,119529982
101,119529883,119529984
100,119529884,119529984
100,119529885,119529985
100,119529888,119529988
101,119529890,119529991
100,119529891,119529991
101,119529892,119529993
100,119529894,119529994
100,119529894,119529994
100,119529895,119529995
100,119529895,119529995
100,119529897,119529997
100,119529897,119529997
100,119529898,119529998
100,119529900,119530000
100,119529903,119530003
100,119529903,119530003
101,119529904,119530005
100,119529906,119530006
100,119529906,119530006
100,119529906,119530006
100,119529912,119530012
100,119529914,119530014
100,119529916,119530016
63,119529919,119529982
100,119529922,119530022
100,119529923,119530023
100,119529925,119530025
100,119529927,119530027
101,119529929,119530030
100,119529929,119530029
101,119529931,119530032
100,119529931,119530031
100,119529931,119530031
100,119529932,119530032
100,119529932,119530032
101,119529933,119530034
101,119529934,119530035
101,119529934,119530035
100,119529934,119530034
100,119529935,119530035
100,119529935,119530035
100,119529936,119530036
100,119529936,119530036
101,119529937,119530038
100,119529937,119530037
100,119529937,119530037
100,119529939,119530039
100,119529940,119530040
101,119529941,119530042
100,119529941,119530041
101,119529943,119530044
100,119529944,119530044
100,119529944,119530044
100,119529945,119530045
101,119529946,119530047
100,119529946,119530046
100,119529947,119530047
100,119529948,119530048
101,119529952,119530053
100,119529952,119530052
100,119529952,119530052
100,119529952,119530052
101,119529953,119530054
100,119529953,119530053
100,119529954,119530054
100,119529954,119530054
100,119529958,119530058
101,119529960,119530061
101,119529961,119530062
101,119529962,119530063
101,119529965,119530066
100,119529966,119530066
86,119529966,119530052
100,119529967,119530067
101,119529970,119530071
101,119529971,119530072
101,119529971,119530072
101,119529971,119530072
100,119529972,119530072
100,119529972,119530072
100,119529973,119530073
100,119529973,119530073
100,119529974,119530074
100,119529975,119530075
101,119529976,119530077
100,119529976,119530076
100,119529978,119530078
100,119529978,119530078
101,119529979,119530080
100,119529980,119530080
100,119529982,119530082
100,119529982,119530082
100,119529983,119530083
100,119529983,119530083
69,119529986,119530055
100,119529986,119530086
101,119529990,119530091
101,119529991,119530092
101,119529994,119530095
100,119529995,119530095
100,119529997,119530097
100,119530001,119530101
100,119530001,119530101
100,119530002,119530102
100,119530004,119530104
100,119530006,119530106
100,119530007,119530107
100,119530007,119530107
56,119530008,119530064
100,119530011,119530111
100,119530011,119530111
101,119530014,119530115
100,119530014,119530114
100,119530015,119530115
100,119530017,119530117
101,119530021,119530122
100,119530021,119530121
100,119530023,119530123
100,119530023,119530123
100,119530025,119530125
101,119530027,119530128
100,119530027,119530127
100,119530033,119530133
100,119530034,119530134
100,119530035,119530135
101,119530038,119530139
100,119530044,119530144
100,119530047,119530147
100,119530052,119530152
100,119530056,119530156
100,119530058,119530158
100,119530058,119530158
100,119530061,119530161
100,119530062,119530162
100,119530065,119530165
100,119530067,119530167
100,119530069,119530169
100,119530070,119530170
100,119530071,119530171
100,119530072,119530172
100,119530072,119530172
100,119530076,119530176
100,119530076,119530176
100,119530076,119530176
100,119530083,119530183
100,119530085,119530185
100,119530089,119530189
100,119530089,119530189
100,119530090,119530190
101,119530092,119530193
100,119530097,119530197
100,119530098,119530198
100,119530107,119530207
101,119530109,119530210
86,119530112,119530198
100,119530113,119530213
100,119530115,119530215
90,119530116,119530206
101,119530117,119530218
100,119530118,119530218
100,119530126,119530226
100,119530126,119530226
100,119530127,119530227
100,119530129,119530229
100,119530130,119530230
100,119530130,119530230
101,119530133,119530234
101,119530134,119530235
100,119530134,119530234
100,119530138,119530238
101,119530140,119530241
100,119530141,119530241
101,119530147,119530248
100,119530148,119530248
100,119530150,119530250
101,119530152,119530253
100,119530154,119530254
101,119530155,119530256
101,119530158,119530259
100,119530158,119530258
100,119530159,119530259
100,119530159,119530259
101,119530160,119530261
101,119530160,119530261
100,119530161,119530261
100,119530166,119530266
100,119530167,119530267
100,119530167,119530267
100,119530169,119530269
101,119530170,119530271
101,119530172,119530273
100,119530172,119530272
100,119530172,119530272
100,119530174,119530274
100,119530174,119530274
101,119530175,119530276
101,119530176,119530277
101,119530177,119530278
101,119530177,119530278
100,119530177,119530277
100,119530177,119530277
100,119530178,119530278
101,119530179,119530280
101,119530179,119530280
100,119530180,119530280
100,119530181,119530281
100,119530182,119530282
100,119530182,119530282
100,119530184,119530284
101,119530185,119530286
100,119530185,119530285
100,119530185,119530285
100,119530185,119530285
101,119530187,119530288
100,119530188,119530288
100,119530188,119530288
101,119530188,119530289
100,119530188,119530288
100,119530188,119530288
100,119530192,119530292
100,119530192,119530292
101,119530192,119530293
101,119530193,119530294
100,119530194,119530294
101,119530195,119530296
100,119530195,119530295
100,119530198,119530298
100,119530198,119530298
100,119530199,119530299
100,119530200,119530300
100,119530200,119530300
100,119530201,119530301
100,119530201,119530301
100,119530201,119530301
101,119530201,119530302
100,119530201,119530301
100,119530202,119530302
101,119530204,119530305
101,119530205,119530306
101,119530205,119530306
100,119530206,119530306
100,119530206,119530306
101,119530208,119530309
100,119530208,119530308
101,119530211,119530312
100,119530211,119530311
101,119530212,119530313
101,119530213,119530314
101,119530213,119530314
100,119530213,119530313
101,119530213,119530314
101,119530213,119530314
97,119530214,119530311
100,119530214,119530314
100,119530217,119530317
100,119530218,119530318
100,119530219,119530319
101,119530220,119530321
100,119530220,119530320
99,119530221,119530320
